Event ID,Event Date,Brief Description,What happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Type,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-6233,23/09/2024,An individual was in the water whilst a vessel and two tugs were exiting port. All vessels travelled under 5 knots and the person was not harmed.,Unsafe Operation or Act,Entrance to Lyttelton Inner Harbour adjacent to Eastern mole navigational aide,-43.60919806,172.7176263,Canterbury,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,23303,NULL,2022
EVT-6233,23/09/2024,An individual was in the water whilst a vessel and two tugs were exiting port. All vessels travelled under 5 knots and the person was not harmed.,Unsafe Operation or Act,Entrance to Lyttelton Inner Harbour adjacent to Eastern mole navigational aide,-43.60919806,172.7176263,Canterbury,In harbour,International Commercial,0,Tugboat,MOSS,New Zealand,160,23.8,2002
EVT-6233,23/09/2024,An individual was in the water whilst a vessel and two tugs were exiting port. All vessels travelled under 5 knots and the person was not harmed.,Unsafe Operation or Act,Entrance to Lyttelton Inner Harbour adjacent to Eastern mole navigational aide,-43.60919806,172.7176263,Canterbury,In harbour,International Commercial,0,Tugboat,MOSS,New Zealand,290,25.2,2019
EVT-6198,24/09/2024,"Workers advised unsafe practices are being carried out, including removal of asbestos without proper licensing or equipment, and engine maintenance is being ignored or neglected.",Unsafe Operation or Act,Wellington Harbour,-41.28039729,174.7834614,Wellington,In harbour,Domestic Commercial,NULL,Passenger Ferry,NULL,New Zealand,NULL,NULL,NULL
EVT-6238,24/09/2024,"Whilst offloading, one of the passengers tripped and fell, landing on their shoulder breaking their collarbone. The passenger received first aid and was medevac'd and taken to hospital.",Injury,"Fiordland National Park, Moturau Beach (parked at beach)",-45.48067035,167.6089327,Southland,Lake,Domestic Commercial,1,Jetboat,SOP,New Zealand,NULL,6.4,NULL
EVT-6196,25/09/2024,Lower rungs of pilot ladder not parallel due to ladder stretched on one side.  Conditions favourable for boarding.  Master indicated vessel has two spare ladders on board to replace damaged ladder.,Pilot Ladder Standards,Pilotage area Tauranga,-37.6048172,176.1713913,Bay of Plenty,Inshore,International Commercial,0,Container ship,ISM,"Korea, Republic of",54592,294.16,2005
EVT-6197,25/09/2024,"Ladder in poor condition. Multiple loose chocks, steps rotate underfoot. Ladder must be replaced",Pilot Ladder Standards,Pilotage area Tauranga,-37.60073719,176.180661,Bay of Plenty,Inshore,International Commercial,0,Bulk carrier,ISM,Marshall Islands,19812,175.53,2010
EVT-6202,26/09/2024,Fire spontaneously occurred in the machine house of the I-Crane. The incident required the fire brigade to come in and put out the fire. The fire was contained at 10:10pm. ,Fire,Crane on the port,-36.84052462,174.783532,Auckland,On Port,Port,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6204,26/09/2024,A recreational jet boat was observed travelling at a speed estimated to be 40 kph up a river. ,Speeding,"Hutt River, north of the Silverstream Bridge",-41.1443967,174.9989356,Wellington,River,Recreational,0,Jetboat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6217,26/09/2024,"Truck driver had to manually release the tailgate before unloading, and in doing so slipped on a grid and injured arm.",Injury,Port of Tauranga,-37.66655569,176.184267,Bay of Plenty,On Port,Port,1,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6205,27/09/2024,Pilot Ladder - multiple loose chocks causing steps to rotate underfoot.,Pilot Ladder Standards,Pilotage area,-37.60780907,176.1589636,Bay of Plenty,Inshore,International Commercial,0,General cargo/multi-purpose ship,ISM,Antigua and Barbuda,9719,NULL,2018
EVT-6206,27/09/2024,Ship’s GPS no.2 failed after sailing. Vessel now sailing with one GPS.,Equipment failure,Hauraki Gulf,-36.63005495,174.9784236,Auckland,Inshore,Domestic Commercial,NULL,Cargo ship,ISM,New Zealand,18358,175.41,2011
EVT-6209,27/09/2024,Passenger tripped and injured hip whilst embarking on ferry. Ambulance was called.,Injury,"Western side of the Viaduct, Auckland Harbour",-36.84084057,174.7598616,Auckland,At berth,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,21.35,13.71,1946
EVT-6208,28/09/2024,"Yacht hit another yacht from behind during a race. The vessel in front swung around, snapping the mast and ripping the chain plates and rigging. The crew cut the rigging to disentangle, and dropped it with a buoy, where it was retrieved the next day.",Collision,Between Auckland Port and Stanley Point,-36.83599931,174.7790086,Auckland,In harbour,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6211,28/09/2024,Pilot ladder was found to be in poor condition with lower treads not being level. Pilot ladder's serial number did not match documentation provided in pre-arrival advice.,Pilot Ladder Standards,"Eastland Port, Gisborne",-38.67500706,178.0233765,Gisborne,At berth,International Commercial,NULL,Bulk carrier,ISM,Liberia,23770,NULL,NULL
EVT-6213,28/09/2024,"Vessel reported to have sank in a river. Emergency services called to the scene and assisted with the rescue. Two in serious condition, one in moderate condition.",Foundered,Oreti River near West Plains,-46.36820674,168.2500201,Southland,River,Recreational,3,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6207,29/09/2024,Coastguard picked up an ill crew member off a fishing vessel.,Medical Event,Off Pikowai Beach,-37.80556029,176.7540477,Bay of Plenty,Inshore,Domestic Commercial,1,Trawler,MOSS,New Zealand,133,26,1979
EVT-6236,29/09/2024,"Vessel experienced winch failure so was unable to pull up their anchor and attached a float to be able to come back for the anchor. Due to the weather, they were unable to get back to the anchor for six days and the anchor was lost.",Equipment failure,11nm miles SE of Gisborne Harbour,-38.86871743,178.1351789,Gisborne,Inshore,Domestic Commercial,NULL,Charter passenger vessel,MOSS,New Zealand,NULL,12.5,2000
EVT-6253,29/09/2024,IRB rollovers during a drivers exam. There were no injuries or damage.,Capsize,"Riversdale Beach, Lower North Island",-41.08697001,176.0730541,Wellington,Inshore,Domestic Commercial,NULL,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-6210,30/09/2024,Pilot ladder was found to be in poor condition with multiple loose chocks near the bottom allowing steps to rotate under foot.,Pilot Ladder Standards,Port of Tauranga.,-37.66088657,176.1753425,Bay of Plenty,At berth,International Commercial,NULL,Container ship,ISM,Cyprus,28433,NULL,NULL
EVT-6212,30/09/2024,Container ship reported an injury to crew member after they tripped on a mooring rope. The ship returned to port and crew member was transferred to hospital by ambulance.,Injury,Lyttelton Harbour,-43.61158515,172.7348388,Canterbury,In harbour,Domestic Commercial,1,Cargo ship,ISM,New Zealand,18358,175.41,2011
EVT-6216,30/09/2024,Vessel was performing training when they took a wrong line and grounded.,Grounding,Dart River - Lower river,-44.83014467,168.3655005,Otago,River,Domestic Commercial,NULL,Jetboat,SOP,New Zealand,NULL,5,NULL
EVT-6214,1/10/2024,The bottom step and spreader were uneven on the pilot ladder of a container ship. Master was advised to take ladder out of service.,Pilot Ladder Standards,Tauranga Harbour,-37.6339986,176.1617645,Bay of Plenty,In harbour,International Commercial,0,Container ship,ISM,Malta,26638,NULL,NULL
EVT-6215,1/10/2024,Fatal accident during a commercial operation.,Injury,Port Nelson,-41.25571839,173.2822114,Nelson,At berth,Domestic Commercial,0,Trawler,MOSS,New Zealand,2412,69,1988
EVT-6218,1/10/2024,Vessel was performing a routine journey when they became grounded. Passengers were transferred to a spare boat and the original vessel was able to be pushed off the bank and continued.,Grounding,Dart River - Mitch's Corner,-44.70573716,168.346225,Otago,River,Domestic Commercial,NULL,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-6226,4/10/2024,"Collision between rowing ladies coxless quad and motor boat.  Despite signalling,  motor boat did deviate course and ran over the paddles of two rowers.  Motor boat did not stop to do a welfare check.",Collision,West of Titoki Bay,-41.26191172,174.0270627,Marlborough,Inshore,Recreational,NULL,Pleasure Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6226,4/10/2024,"Collision between rowing ladies coxless quad and motor boat.  Despite signalling,  motor boat did deviate course and ran over the paddles of two rowers.  Motor boat did not stop to do a welfare check.",Collision,West of Titoki Bay,-41.26191172,174.0270627,Marlborough,Inshore,Recreational,NULL,Rowing boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6227,4/10/2024,"Passenger tripped on a step, falling and injuring themselves. Taken via ambulance to hospital with a broken hip.",Injury,Picton Harbour,-41.28461844,174.0050637,Marlborough,At berth,Domestic Commercial,1,Ro-Ro Passenger ship,ISM,New Zealand,17816,183.5,1998
EVT-6225,5/10/2024,Vessel experienced issue with with gyrocompass during bad weather.,Equipment failure,West of Farewell Spit,-40.37081123,169.6840761,12NM to 200NM,Offshore,International Commercial,NULL,Bulk carrier,ISM,Hong Kong,19796,NULL,NULL
EVT-6229,5/10/2024,Recreational vessel was anchored whilst fishing when a commercial fishing vessel came within 5 meters of the boat with no one at the helm. Fishing vessel had got their lines wrapped around the anchor and bait pot which had to be cut free.,Near miss/close quarters,Outside Whangarei Harbour,-35.86910509,174.5148283,Northland,Inshore,Domestic Commercial,NULL,Line fishing vessel,MOSS,New Zealand,NULL,18.18,1984
EVT-6229,5/10/2024,Recreational vessel was anchored whilst fishing when a commercial fishing vessel came within 5 meters of the boat with no one at the helm. Fishing vessel had got their lines wrapped around the anchor and bait pot which had to be cut free.,Near miss/close quarters,Outside Whangarei Harbour,-35.86910509,174.5148283,Northland,Inshore,Domestic Commercial,NULL,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6230,5/10/2024,Vessel was returning to berth when a passenger vessel began backing out of their berth causing the vessel to change course to avoid collision. Passenger vessel continued without acknowledging the vessel.,Near miss/close quarters,Lyttelton Inner Harbour,-43.60576369,172.7220617,Canterbury,In harbour,Domestic Commercial,NULL,Charter passenger vessel,MOSS,New Zealand,NULL,NULL,2024
EVT-6230,5/10/2024,Vessel was returning to berth when a passenger vessel began backing out of their berth causing the vessel to change course to avoid collision. Passenger vessel continued without acknowledging the vessel.,Near miss/close quarters,Lyttelton Inner Harbour,-43.60576369,172.7220617,Canterbury,In harbour,Domestic Commercial,NULL,Pilot vessel,MOSS,New Zealand,NULL,16,2015
EVT-6237,5/10/2024,"Vessel was undertaking survey work when it ran aground on a reef, causing crew to abandon ship. A fire then broke out on the vessel, leading to it foundering.",Foundered,"Upolu Island, Samoa.",-14.02312013,-171.8251013,Outside 200NM,Beyond Offshore,Domestic Commercial,0,Naval vessel,Military,New Zealand,4523,NULL,2003
EVT-6228,6/10/2024,Vessel ran aground on sandbar. Passengers were removed from the vessel while crew remained. Vessel refloated later that day.  ,Grounding,Ohiwa Harbour,-37.99481964,177.1089184,Bay of Plenty,Inshore,Domestic Commercial,NULL,Scheduled Tourism Activity,MOSS,New Zealand,NULL,7.45,2016
EVT-6254,6/10/2024,"Vessel broke mooring and grounded on beach.  Able to start vessel and drive off.  No damage, no injuries.",Mooring line failure,Moeraki  Beach,-45.35961404,170.8534935,Otago,Inshore,Domestic Commercial,NULL,Charter fishing vessel,MOSS,New Zealand,NULL,11.9,1991
EVT-6224,7/10/2024,"Pilot ladder was found to be of poor construction, despite the vessel being a few months old.",Pilot Ladder Standards,Port of Tauranga,-37.61423177,176.1671712,Bay of Plenty,Inshore,International Commercial,NULL,Bulk carrier,ISM,Panama,25240,NULL,2024
EVT-6231,7/10/2024,"Whilst completing regular planned maintenance, a potential defect of a hydraulic pressure storage reservoir was raised and tested. Issue was solved and new systems to be put into place.",Equipment failure,Port Wellington,-41.26521601,174.7874658,Wellington,At berth,Domestic Commercial,NULL,Ro-Ro Passenger ship,ISM,New Zealand,17816,183.5,1998
EVT-6232,7/10/2024,"Vessel's crew was tightening a line when the hook holding the line was knocked out, hitting crew member in the head. Crew member was given a painkiller and taken to A&E.",Injury,Tasman Bay,-41.08149213,173.1360781,Tasman,Inshore,Domestic Commercial,1,Aquaculture vessel,MOSS,New Zealand,127,30.6,2019
EVT-6265,7/10/2024,"In a review after the journey, passenger complained of a back injury which they claim occurred during a turn made by the vessel.",Injury,Kawarau River,-45.0292274,168.7343333,Otago,River,Domestic Commercial,1,Jetboat,SOP,New Zealand,NULL,6.5,NULL
EVT-6281,7/10/2024,Vessel was returning from overseas and made contact with something in the water causing damage to their boat.,Hit submerged object,Approximately 450 nm off Fiji in Pacific Ocean.,-26.02291722,175.2613791,Outside 200NM,Beyond Offshore,Recreational,NULL,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6234,8/10/2024,"Vessel was berthing when a strong gust of wind pushed the vessel into the berth fender which broke. Vessel aborted berthing, reported the damage and waited for temporary fender repair. Tug was used as wind speed had increased.",Contact,Picton Port ,-41.28332101,174.0052619,Marlborough,At berth,International Commercial,NULL,Ro-Ro Passenger ship,ISM,Bahamas,27414,NULL,2007
EVT-6249,8/10/2024,Fatal recreational boating accident.,Capsize,"On the Cleddau River, Milford Sound",-44.69470141,167.9686923,Southland,In harbour,Recreational,0,Recreational Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6235,9/10/2024,"Vessel was offloading cargo when they experienced hydraulic system problems. Cargo operations were stopped and tug boat support was on standby. Hydraulic system became operational, was tested and cargo operations continued.",Equipment failure,Whangarei Harbour - ship alongside Jetty 1 Channel terminal Services Marsden point,-35.83010693,174.4886477,Northland,At berth,International Commercial,NULL,Tanker,ISM,Marshall Islands,64827,NULL,2014
EVT-6240,9/10/2024,Passenger on the vessel lost grip on the rail whilst making a turn and their head made contact with the centre bar. First aid was provided and the passenger chose to go to the hospital as a precaution and was given the all clear.,Injury,Kawarau River.,-45.03038391,168.7371012,Otago,River,Domestic Commercial,1,Jetboat,SOP,New Zealand,NULL,7.5,NULL
